model,hyperparameters,time,accuracy
KNeighborsClassifier,"{'n_neighbors': 14, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 33, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6881720430107527}",0.2408087253570556,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 8, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 34, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6989247311827957}",0.182607889175415,0.6989247311827957
KNeighborsClassifier,"{'n_neighbors': 16, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 31, 'p': 1, 'metric': 'minkowski', 'accuracy': 0.7311827956989247}",0.1936018466949463,0.7311827956989247
KNeighborsClassifier,"{'n_neighbors': 7, 'weights': 'distance', 'algorithm': 'kd_tree', 'leaf_size': 25, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6935483870967742}",0.0809452533721923,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 16, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 13, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7311827956989247}",0.1591088771820068,0.7311827956989247
KNeighborsClassifier,"{'n_neighbors': 4, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 28, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6989247311827957}",0.1410868167877197,0.6989247311827957
KNeighborsClassifier,"{'n_neighbors': 12, 'weights': 'distance', 'algorithm': 'kd_tree', 'leaf_size': 13, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6720430107526881}",0.1149458885192871,0.6720430107526881
KNeighborsClassifier,"{'n_neighbors': 11, 'weights': 'distance', 'algorithm': 'kd_tree', 'leaf_size': 19, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6935483870967742}",0.1144990921020507,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 7, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 20, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6720430107526881}",0.1449470520019531,0.6720430107526881
KNeighborsClassifier,"{'n_neighbors': 15, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 18, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7150537634408602}",0.1499450206756591,0.7150537634408602
KNeighborsClassifier,"{'n_neighbors': 4, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 29, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7096774193548387}",0.1140644550323486,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 3, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 24, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6397849462365591}",0.1660096645355224,0.6397849462365591
KNeighborsClassifier,"{'n_neighbors': 4, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 10, 'p': 1, 'metric': 'minkowski', 'accuracy': 0.7096774193548387}",0.1630580425262451,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 6, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 18, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6881720430107527}",0.177297830581665,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 10, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 29, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6827956989247311}",0.188321828842163,0.6827956989247311
KNeighborsClassifier,"{'n_neighbors': 6, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 13, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6881720430107527}",0.2844471931457519,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 16, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 24, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.7096774193548387}",0.1833336353302002,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 14, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 29, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.7096774193548387}",0.0983333587646484,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 17, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 18, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7150537634408602}",0.1503353118896484,0.7150537634408602
KNeighborsClassifier,"{'n_neighbors': 2, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 27, 'p': 1, 'metric': 'minkowski', 'accuracy': 0.6666666666666666}",0.0795376300811767,0.6666666666666666
KNeighborsClassifier,"{'n_neighbors': 14, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 22, 'p': 1, 'metric': 'minkowski', 'accuracy': 0.7258064516129032}",0.1903340816497802,0.7258064516129032
KNeighborsClassifier,"{'n_neighbors': 17, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 12, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7150537634408602}",0.1287746429443359,0.7150537634408602
KNeighborsClassifier,"{'n_neighbors': 4, 'weights': 'uniform', 'algorithm': 'kd_tree', 'leaf_size': 24, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6935483870967742}",0.0740022659301757,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 6, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 15, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6881720430107527}",0.2033331394195556,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 9, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 15, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6881720430107527}",0.2162702083587646,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 6, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 22, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6989247311827957}",0.1559984683990478,0.6989247311827957
KNeighborsClassifier,"{'n_neighbors': 13, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 21, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6935483870967742}",0.1860346794128418,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 18, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 11, 'p': 1, 'metric': 'minkowski', 'accuracy': 0.7419354838709677}",0.3318634033203125,0.7419354838709677
KNeighborsClassifier,"{'n_neighbors': 15, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 18, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.7096774193548387}",0.2517983913421631,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 7, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 30, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6774193548387096}",0.1545279026031494,0.6774193548387096
KNeighborsClassifier,"{'n_neighbors': 12, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 20, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.7204301075268817}",0.2135612964630127,0.7204301075268817
KNeighborsClassifier,"{'n_neighbors': 4, 'weights': 'uniform', 'algorithm': 'kd_tree', 'leaf_size': 12, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6935483870967742}",0.0549993515014648,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 4, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 27, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6989247311827957}",0.1795318126678466,0.6989247311827957
KNeighborsClassifier,"{'n_neighbors': 1, 'weights': 'uniform', 'algorithm': 'kd_tree', 'leaf_size': 12, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6505376344086021}",0.0945308208465576,0.6505376344086021
KNeighborsClassifier,"{'n_neighbors': 17, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 33, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.7043010752688172}",0.1735336780548095,0.7043010752688172
KNeighborsClassifier,"{'n_neighbors': 6, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 21, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6989247311827957}",0.2235283851623535,0.6989247311827957
KNeighborsClassifier,"{'n_neighbors': 3, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 17, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6612903225806451}",0.1705305576324463,0.6612903225806451
KNeighborsClassifier,"{'n_neighbors': 4, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 14, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6774193548387096}",0.1856517791748047,0.6774193548387096
KNeighborsClassifier,"{'n_neighbors': 4, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 12, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6612903225806451}",0.1606583595275879,0.6612903225806451
KNeighborsClassifier,"{'n_neighbors': 14, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 18, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.7096774193548387}",0.1931195259094238,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 16, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 32, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.7096774193548387}",0.1590871810913086,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 5, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 13, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6935483870967742}",0.1261224746704101,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 16, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 26, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.7150537634408602}",0.1641180515289306,0.7150537634408602
KNeighborsClassifier,"{'n_neighbors': 3, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 25, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6881720430107527}",0.2201206684112548,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 1, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 14, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6666666666666666}",0.1641254425048828,0.6666666666666666
KNeighborsClassifier,"{'n_neighbors': 2, 'weights': 'uniform', 'algorithm': 'kd_tree', 'leaf_size': 27, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6827956989247311}",0.1651244163513183,0.6827956989247311
KNeighborsClassifier,"{'n_neighbors': 4, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 30, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6612903225806451}",0.1991224288940429,0.6612903225806451
KNeighborsClassifier,"{'n_neighbors': 11, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 28, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6881720430107527}",0.2601284980773926,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 2, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 33, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6505376344086021}",0.0893540382385253,0.6505376344086021
KNeighborsClassifier,"{'n_neighbors': 6, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 19, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6881720430107527}",0.2364733219146728,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 1, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 11, 'p': 1, 'metric': 'minkowski', 'accuracy': 0.6666666666666666}",0.0963571071624755,0.6666666666666666
KNeighborsClassifier,"{'n_neighbors': 15, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 15, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.7096774193548387}",0.1903502941131591,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 15, 'weights': 'distance', 'algorithm': 'kd_tree', 'leaf_size': 13, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7204301075268817}",0.1253654956817627,0.7204301075268817
KNeighborsClassifier,"{'n_neighbors': 10, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 33, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6989247311827957}",0.1513569355010986,0.6989247311827957
KNeighborsClassifier,"{'n_neighbors': 7, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 25, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6774193548387096}",0.0973532199859619,0.6774193548387096
KNeighborsClassifier,"{'n_neighbors': 15, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 24, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7204301075268817}",0.2423543930053711,0.7204301075268817
KNeighborsClassifier,"{'n_neighbors': 5, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 11, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6935483870967742}",0.1197385787963867,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 8, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 18, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6935483870967742}",0.1377313137054443,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 14, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 15, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6881720430107527}",0.1579220294952392,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 19, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 33, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.7204301075268817}",0.1669132709503173,0.7204301075268817
KNeighborsClassifier,"{'n_neighbors': 7, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 10, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6935483870967742}",0.1235594749450683,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 2, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 29, 'p': 1, 'metric': 'minkowski', 'accuracy': 0.6666666666666666}",0.1218955516815185,0.6666666666666666
KNeighborsClassifier,"{'n_neighbors': 13, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 26, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6774193548387096}",0.1178948879241943,0.6774193548387096
KNeighborsClassifier,"{'n_neighbors': 10, 'weights': 'distance', 'algorithm': 'kd_tree', 'leaf_size': 22, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6881720430107527}",0.1558926105499267,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 11, 'weights': 'uniform', 'algorithm': 'kd_tree', 'leaf_size': 28, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6935483870967742}",0.1300442218780517,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 9, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 33, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6881720430107527}",0.2050449848175048,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 1, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 31, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6451612903225806}",0.1244800090789794,0.6451612903225806
KNeighborsClassifier,"{'n_neighbors': 11, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 31, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6935483870967742}",0.1594777107238769,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 10, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 31, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.7150537634408602}",0.1706888675689697,0.7150537634408602
KNeighborsClassifier,"{'n_neighbors': 9, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 24, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6612903225806451}",0.2400362491607666,0.6612903225806451
KNeighborsClassifier,"{'n_neighbors': 7, 'weights': 'uniform', 'algorithm': 'kd_tree', 'leaf_size': 19, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6774193548387096}",0.2036609649658203,0.6774193548387096
KNeighborsClassifier,"{'n_neighbors': 5, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 24, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6935483870967742}",0.2460463047027588,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 10, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 27, 'p': 1, 'metric': 'minkowski', 'accuracy': 0.6881720430107527}",0.2114877700805664,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 2, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 23, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6827956989247311}",0.1641497611999511,0.6827956989247311
KNeighborsClassifier,"{'n_neighbors': 15, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 15, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6881720430107527}",0.1540009975433349,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 1, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 33, 'p': 1, 'metric': 'minkowski', 'accuracy': 0.6666666666666666}",0.0810019969940185,0.6666666666666666
KNeighborsClassifier,"{'n_neighbors': 19, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 21, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7150537634408602}",0.2141506671905517,0.7150537634408602
KNeighborsClassifier,"{'n_neighbors': 2, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 23, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6935483870967742}",0.1881499290466308,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 2, 'weights': 'distance', 'algorithm': 'kd_tree', 'leaf_size': 10, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6505376344086021}",0.1530022621154785,0.6505376344086021
KNeighborsClassifier,"{'n_neighbors': 1, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 15, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6666666666666666}",0.0879979133605957,0.6666666666666666
KNeighborsClassifier,"{'n_neighbors': 6, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 26, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6881720430107527}",0.2139999866485595,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 16, 'weights': 'distance', 'algorithm': 'kd_tree', 'leaf_size': 33, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6989247311827957}",0.198000431060791,0.6989247311827957
KNeighborsClassifier,"{'n_neighbors': 8, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 19, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6989247311827957}",0.1599984169006347,0.6989247311827957
KNeighborsClassifier,"{'n_neighbors': 11, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 31, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6881720430107527}",0.1110086441040039,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 18, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 24, 'p': 1, 'metric': 'minkowski', 'accuracy': 0.7258064516129032}",0.1220011711120605,0.7258064516129032
KNeighborsClassifier,"{'n_neighbors': 3, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 25, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6774193548387096}",0.1349973678588867,0.6774193548387096
KNeighborsClassifier,"{'n_neighbors': 15, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 24, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6935483870967742}",0.2119743824005127,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 15, 'weights': 'distance', 'algorithm': 'kd_tree', 'leaf_size': 29, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.7096774193548387}",0.1400046348571777,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 19, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 28, 'p': 1, 'metric': 'minkowski', 'accuracy': 0.7365591397849462}",0.2280001640319824,0.7365591397849462
KNeighborsClassifier,"{'n_neighbors': 12, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 31, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6774193548387096}",0.1750020980834961,0.6774193548387096
KNeighborsClassifier,"{'n_neighbors': 1, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 25, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6451612903225806}",0.0900154113769531,0.6451612903225806
KNeighborsClassifier,"{'n_neighbors': 9, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 20, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6989247311827957}",0.1190011501312255,0.6989247311827957
KNeighborsClassifier,"{'n_neighbors': 4, 'weights': 'uniform', 'algorithm': 'kd_tree', 'leaf_size': 30, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7096774193548387}",0.1120007038116455,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 19, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 12, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.7043010752688172}",0.121000051498413,0.7043010752688172
KNeighborsClassifier,"{'n_neighbors': 18, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 12, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.7043010752688172}",0.2263734340667724,0.7043010752688172
KNeighborsClassifier,"{'n_neighbors': 14, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 24, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.7096774193548387}",0.1563830375671386,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 2, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 31, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6935483870967742}",0.1693906784057617,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 8, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 10, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6989247311827957}",0.183382511138916,0.6989247311827957
KNeighborsClassifier,"{'n_neighbors': 16, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 11, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6989247311827957}",0.2203876972198486,0.6989247311827957
KNeighborsClassifier,"{'n_neighbors': 19, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 19, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.7043010752688172}",0.1729979515075683,0.7043010752688172
KNeighborsClassifier,"{'n_neighbors': 8, 'weights': 'uniform', 'algorithm': 'kd_tree', 'leaf_size': 28, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6881720430107527}",0.1819908618927002,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 1, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 10, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.6451612903225806}",0.1009964942932128,0.6451612903225806
KNeighborsClassifier,"{'n_neighbors': 2, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 11, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6827956989247311}",0.1394934654235839,0.6827956989247311
KNeighborsClassifier,"{'n_neighbors': 18, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 12, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.7043010752688172}",0.2114918231964111,0.7043010752688172
KNeighborsClassifier,"{'n_neighbors': 18, 'weights': 'distance', 'algorithm': 'kd_tree', 'leaf_size': 33, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.7043010752688172}",0.1964781284332275,0.7043010752688172
KNeighborsClassifier,"{'n_neighbors': 6, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 29, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6881720430107527}",0.1401154994964599,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 11, 'weights': 'distance', 'algorithm': 'kd_tree', 'leaf_size': 27, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.6935483870967742}",0.1035261154174804,0.6935483870967742
KNeighborsClassifier,"{'n_neighbors': 16, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 17, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7311827956989247}",0.189908742904663,0.7311827956989247
KNeighborsClassifier,"{'n_neighbors': 15, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 23, 'p': 2, 'metric': 'euclidean', 'accuracy': 0.7096774193548387}",0.1695344448089599,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 5, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 25, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6666666666666666}",0.1475114822387695,0.6666666666666666
KNeighborsClassifier,"{'n_neighbors': 18, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 14, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.7204301075268817}",0.0979158878326416,0.7204301075268817
KNeighborsClassifier,"{'n_neighbors': 3, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 32, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6397849462365591}",0.1485297679901123,0.6397849462365591
KNeighborsClassifier,"{'n_neighbors': 18, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 14, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7419354838709677}",0.1349117755889892,0.7419354838709677
KNeighborsClassifier,"{'n_neighbors': 13, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 32, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6989247311827957}",0.0814158916473388,0.6989247311827957
KNeighborsClassifier,"{'n_neighbors': 14, 'weights': 'distance', 'algorithm': 'kd_tree', 'leaf_size': 21, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7258064516129032}",0.1064181327819824,0.7258064516129032
KNeighborsClassifier,"{'n_neighbors': 14, 'weights': 'uniform', 'algorithm': 'ball_tree', 'leaf_size': 30, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7096774193548387}",0.0940001010894775,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 10, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 18, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6720430107526881}",0.186915636062622,0.6720430107526881
KNeighborsClassifier,"{'n_neighbors': 19, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 26, 'p': 3, 'metric': 'minkowski', 'accuracy': 0.7096774193548387}",0.1604175567626953,0.7096774193548387
KNeighborsClassifier,"{'n_neighbors': 15, 'weights': 'distance', 'algorithm': 'kd_tree', 'leaf_size': 24, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7204301075268817}",0.1594109535217285,0.7204301075268817
KNeighborsClassifier,"{'n_neighbors': 8, 'weights': 'uniform', 'algorithm': 'brute', 'leaf_size': 31, 'p': 2, 'metric': 'minkowski', 'accuracy': 0.6881720430107527}",0.167001724243164,0.6881720430107527
KNeighborsClassifier,"{'n_neighbors': 14, 'weights': 'distance', 'algorithm': 'ball_tree', 'leaf_size': 17, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.7258064516129032}",0.1469964981079101,0.7258064516129032
KNeighborsClassifier,"{'n_neighbors': 7, 'weights': 'distance', 'algorithm': 'brute', 'leaf_size': 10, 'p': 2, 'metric': 'manhattan', 'accuracy': 0.6935483870967742}",0.209000825881958,0.6935483870967742
